Calculation1,City,County/State/Country,Measure Names,School,Measure Values
SUTTER HIGH SCHOOL053475,Sutter,Sutter,Adm GPA,SUTTER HIGH SCHOOL,74.708055653
SUTTER HIGH SCHOOL053475,Sutter,Sutter,App GPA,SUTTER HIGH SCHOOL,72.888646305
SUZHOU EXPERIMENTAL HIGH SCHL694473,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU EXPERIMENTAL HIGH SCHL,
SUZHOU EXPERIMENTAL HIGH SCHL694473,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU EXPERIMENTAL HIGH SCHL,3.956666667
SUZHOU EXPERIMENTAL HIGH SCHL694473,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU EXPERIMENTAL HIGH SCHL,3.956666667
SUZHOU FOREIGN LANGUAGE SCHOOL694300,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU FOREIGN LANGUAGE SCHOOL,11.639571429
SUZHOU FOREIGN LANGUAGE SCHOOL694300,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU FOREIGN LANGUAGE SCHOOL,19.226312416
SUZHOU FOREIGN LANGUAGE SCHOOL694300,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU FOREIGN LANGUAGE SCHOOL,26.582185256
SUZHOU HS OF JIANGSU PROVINCE694261,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU HS OF JIANGSU PROVINCE,17.802380952
SUZHOU HS OF JIANGSU PROVINCE694261,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU HS OF JIANGSU PROVINCE,28.511311979
SUZHOU HS OF JIANGSU PROVINCE694261,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU HS OF JIANGSU PROVINCE,27.712863524
SUZHOU NO 1 HIGH SCHOOL694365,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU NO 1 HIGH SCHOOL,
SUZHOU NO 1 HIGH SCHOOL694365,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU NO 1 HIGH SCHOOL,
SUZHOU NO 1 HIGH SCHOOL694365,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU NO 1 HIGH SCHOOL,3.664
SUZHOU NO 10 SENIOR/MIDDLE SCH694271,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU NO 10 SENIOR/MIDDLE SCH,
SUZHOU NO 10 SENIOR/MIDDLE SCH694271,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU NO 10 SENIOR/MIDDLE SCH,7.709666667
SUZHOU NO 10 SENIOR/MIDDLE SCH694271,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU NO 10 SENIOR/MIDDLE SCH,11.451571429
SUZHOU SINGAPORE INTL SCHOOL694207,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,SUZHOU SINGAPORE INTL SCHOOL,
SUZHOU SINGAPORE INTL SCHOOL694207,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,SUZHOU SINGAPORE INTL SCHOOL,7.811428571
SUZHOU SINGAPORE INTL SCHOOL694207,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,SUZHOU SINGAPORE INTL SCHOOL,19.440555556
SWAMPSCOTT HIGH SCHOOL222100,Swampscott,Massachusetts,Enrl GPA,SWAMPSCOTT HIGH SCHOOL,
SWAMPSCOTT HIGH SCHOOL222100,Swampscott,Massachusetts,Adm GPA,SWAMPSCOTT HIGH SCHOOL,
SWAMPSCOTT HIGH SCHOOL222100,Swampscott,Massachusetts,App GPA,SWAMPSCOTT HIGH SCHOOL,3.636
SWEDEN990068,"n/a ",,Enrl GPA,SWEDEN,3.432
SWEDEN990068,"n/a ",,Adm GPA,SWEDEN,7.282380952
SWEDEN990068,"n/a ",,App GPA,SWEDEN,7.063776224
SWEETWATER UNION HIGH SCHOOL052105,National City,San Diego,Enrl GPA,SWEETWATER UNION HIGH SCHOOL,93.517049738
SWEETWATER UNION HIGH SCHOOL052105,National City,San Diego,Adm GPA,SWEETWATER UNION HIGH SCHOOL,91.517587465
SWEETWATER UNION HIGH SCHOOL052105,National City,San Diego,App GPA,SWEETWATER UNION HIGH SCHOOL,88.020734010
SWITZERLAND990069,"n/a ",,Enrl GPA,SWITZERLAND,
SWITZERLAND990069,"n/a ",,Adm GPA,SWITZERLAND,3.888
SWITZERLAND990069,"n/a ",,App GPA,SWITZERLAND,14.404476190
SYCAMORE HIGH SCHOOL360525,Cincinnati,Ohio,Enrl GPA,SYCAMORE HIGH SCHOOL,
SYCAMORE HIGH SCHOOL360525,Cincinnati,Ohio,Adm GPA,SYCAMORE HIGH SCHOOL,16.043722222
SYCAMORE HIGH SCHOOL360525,Cincinnati,Ohio,App GPA,SYCAMORE HIGH SCHOOL,51.063988095
SYLMAR BIOTECH HEALTH ACADEMY054840,Sylmar,Los Angeles,Enrl GPA,SYLMAR BIOTECH HEALTH ACADEMY,3.814
SYLMAR BIOTECH HEALTH ACADEMY054840,Sylmar,Los Angeles,Adm GPA,SYLMAR BIOTECH HEALTH ACADEMY,3.807142857
SYLMAR BIOTECH HEALTH ACADEMY054840,Sylmar,Los Angeles,App GPA,SYLMAR BIOTECH HEALTH ACADEMY,6.9
SYLMAR HIGH SCHOOL052908,Sylmar,Los Angeles,Enrl GPA,SYLMAR HIGH SCHOOL,90.615617500
SYLMAR HIGH SCHOOL052908,Sylmar,Los Angeles,Adm GPA,SYLMAR HIGH SCHOOL,89.572206810
SYLMAR HIGH SCHOOL052908,Sylmar,Los Angeles,App GPA,SYLMAR HIGH SCHOOL,85.729855882
SYMBIOSIS INTERNATIONAL SCHOOL671087,"n/a ",INDIA,Enrl GPA,SYMBIOSIS INTERNATIONAL SCHOOL,
SYMBIOSIS INTERNATIONAL SCHOOL671087,"n/a ",INDIA,Adm GPA,SYMBIOSIS INTERNATIONAL SCHOOL,
SYMBIOSIS INTERNATIONAL SCHOOL671087,"n/a ",INDIA,App GPA,SYMBIOSIS INTERNATIONAL SCHOOL,3.65
SYNERGY QUANTUM ACADEMY054531,Los Angeles,Los Angeles,Enrl GPA,SYNERGY QUANTUM ACADEMY,15.895358253
SYNERGY QUANTUM ACADEMY054531,Los Angeles,Los Angeles,Adm GPA,SYNERGY QUANTUM ACADEMY,15.805203751
SYNERGY QUANTUM ACADEMY054531,Los Angeles,Los Angeles,App GPA,SYNERGY QUANTUM ACADEMY,18.136448131
SYOSSET HIGH SCHOOL335443,Syosset,New York,Enrl GPA,SYOSSET HIGH SCHOOL,8.189444444
SYOSSET HIGH SCHOOL335443,Syosset,New York,Adm GPA,SYOSSET HIGH SCHOOL,40.319047619
SYOSSET HIGH SCHOOL335443,Syosset,New York,App GPA,SYOSSET HIGH SCHOOL,77.978124278
T R ROBINSON HIGH SCHOOL101728,Tampa,Florida,Enrl GPA,T R ROBINSON HIGH SCHOOL,
T R ROBINSON HIGH SCHOOL101728,Tampa,Florida,Adm GPA,T R ROBINSON HIGH SCHOOL,4.255
T R ROBINSON HIGH SCHOOL101728,Tampa,Florida,App GPA,T R ROBINSON HIGH SCHOOL,8.238181818
TABB HIGH SCHOOL472228,Yorktown,Virginia,Enrl GPA,TABB HIGH SCHOOL,
TABB HIGH SCHOOL472228,Yorktown,Virginia,Adm GPA,TABB HIGH SCHOOL,
TABB HIGH SCHOOL472228,Yorktown,Virginia,App GPA,TABB HIGH SCHOOL,3.958333333
TABOR ACADEMY221330,Marion,Massachusetts,Enrl GPA,TABOR ACADEMY,
TABOR ACADEMY221330,Marion,Massachusetts,Adm GPA,TABOR ACADEMY,26.872274170
TABOR ACADEMY221330,Marion,Massachusetts,App GPA,TABOR ACADEMY,43.406854296
TACOMA SCHOOL OF THE ARTS481399,Tacoma,Washington,Enrl GPA,TACOMA SCHOOL OF THE ARTS,
TACOMA SCHOOL OF THE ARTS481399,Tacoma,Washington,Adm GPA,TACOMA SCHOOL OF THE ARTS,
TACOMA SCHOOL OF THE ARTS481399,Tacoma,Washington,App GPA,TACOMA SCHOOL OF THE ARTS,3.724
TACOMA SCIENCE MATH INSTITUTE481391,Tacoma,Washington,Enrl GPA,TACOMA SCIENCE MATH INSTITUTE,
TACOMA SCIENCE MATH INSTITUTE481391,Tacoma,Washington,Adm GPA,TACOMA SCIENCE MATH INSTITUTE,3.816
TACOMA SCIENCE MATH INSTITUTE481391,Tacoma,Washington,App GPA,TACOMA SCIENCE MATH INSTITUTE,3.94
TAEJON CHRISTIAN INTL SCHOOL682420,"n/a ","KOREA, REPUBLIC OF (SOUTH)",Enrl GPA,TAEJON CHRISTIAN INTL SCHOOL,4.097142857
TAEJON CHRISTIAN INTL SCHOOL682420,"n/a ","KOREA, REPUBLIC OF (SOUTH)",Adm GPA,TAEJON CHRISTIAN INTL SCHOOL,51.010652098
TAEJON CHRISTIAN INTL SCHOOL682420,"n/a ","KOREA, REPUBLIC OF (SOUTH)",App GPA,TAEJON CHRISTIAN INTL SCHOOL,53.888631032
TAFT UNION HIGH SCHOOL053485,Taft,Kern,Enrl GPA,TAFT UNION HIGH SCHOOL,11.408666667
TAFT UNION HIGH SCHOOL053485,Taft,Kern,Adm GPA,TAFT UNION HIGH SCHOOL,42.744142857
TAFT UNION HIGH SCHOOL053485,Taft,Kern,App GPA,TAFT UNION HIGH SCHOOL,70.762184982
TAHOE TRUCKEE HIGH SCHOOL053540,Truckee,Placer,Enrl GPA,TAHOE TRUCKEE HIGH SCHOOL,94.918178506
TAHOE TRUCKEE HIGH SCHOOL053540,Truckee,Placer,Adm GPA,TAHOE TRUCKEE HIGH SCHOOL,94.462457818
TAHOE TRUCKEE HIGH SCHOOL053540,Truckee,Placer,App GPA,TAHOE TRUCKEE HIGH SCHOOL,92.838042993
TAHOMA SENIOR HIGH SCHOOL480665,Covington,Washington,Enrl GPA,TAHOMA SENIOR HIGH SCHOOL,
TAHOMA SENIOR HIGH SCHOOL480665,Covington,Washington,Adm GPA,TAHOMA SENIOR HIGH SCHOOL,12.111714286
TAHOMA SENIOR HIGH SCHOOL480665,Covington,Washington,App GPA,TAHOMA SENIOR HIGH SCHOOL,19.604247086
TAHOMA SENIOR HIGH SCHOOL480665,Kent,Washington,Enrl GPA,TAHOMA SENIOR HIGH SCHOOL,
TAHOMA SENIOR HIGH SCHOOL480665,Kent,Washington,Adm GPA,TAHOMA SENIOR HIGH SCHOOL,
TAHOMA SENIOR HIGH SCHOOL480665,Kent,Washington,App GPA,TAHOMA SENIOR HIGH SCHOOL,3.772
TAHOMA SENIOR HIGH SCHOOL480665,Maple Valley,Washington,Enrl GPA,TAHOMA SENIOR HIGH SCHOOL,
TAHOMA SENIOR HIGH SCHOOL480665,Maple Valley,Washington,Adm GPA,TAHOMA SENIOR HIGH SCHOOL,
TAHOMA SENIOR HIGH SCHOOL480665,Maple Valley,Washington,App GPA,TAHOMA SENIOR HIGH SCHOOL,4.042222222
TAHQUITZ HIGH SCHOOL054214,Hemet,Riverside,Enrl GPA,TAHQUITZ HIGH SCHOOL,30.147213160
TAHQUITZ HIGH SCHOOL054214,Hemet,Riverside,Adm GPA,TAHQUITZ HIGH SCHOOL,29.711398215
TAHQUITZ HIGH SCHOOL054214,Hemet,Riverside,App GPA,TAHQUITZ HIGH SCHOOL,27.795869261
TAIPEI AMERICAN SCHOOL694210,"n/a ",TAIWAN,Enrl GPA,TAIPEI AMERICAN SCHOOL,90.677862561
TAIPEI AMERICAN SCHOOL694210,"n/a ",TAIWAN,Adm GPA,TAIPEI AMERICAN SCHOOL,91.147105047
TAIPEI AMERICAN SCHOOL694210,"n/a ",TAIWAN,App GPA,TAIPEI AMERICAN SCHOOL,88.258224004
TAIPEI EUROPEAN SCHOOL694304,"n/a ",TAIWAN,Enrl GPA,TAIPEI EUROPEAN SCHOOL,12.154952381
TAIPEI EUROPEAN SCHOOL694304,"n/a ",TAIWAN,Adm GPA,TAIPEI EUROPEAN SCHOOL,19.683932073
TAIPEI EUROPEAN SCHOOL694304,"n/a ",TAIWAN,App GPA,TAIPEI EUROPEAN SCHOOL,19.336030769
TAIPEI FUHSING PRIVATE SCHOOL694372,"n/a ",TAIWAN,Enrl GPA,TAIPEI FUHSING PRIVATE SCHOOL,15.326428571
TAIPEI FUHSING PRIVATE SCHOOL694372,"n/a ",TAIWAN,Adm GPA,TAIPEI FUHSING PRIVATE SCHOOL,22.815234098
TAIPEI FUHSING PRIVATE SCHOOL694372,"n/a ",TAIWAN,App GPA,TAIPEI FUHSING PRIVATE SCHOOL,22.568037037
TAIPEI MUNICIPAL FIRST GIRLS694400,"n/a ",TAIWAN,Enrl GPA,TAIPEI MUNICIPAL FIRST GIRLS,
TAIPEI MUNICIPAL FIRST GIRLS694400,"n/a ",TAIWAN,Adm GPA,TAIPEI MUNICIPAL FIRST GIRLS,25.564154762
TAIPEI MUNICIPAL FIRST GIRLS694400,"n/a ",TAIWAN,App GPA,TAIPEI MUNICIPAL FIRST GIRLS,46.291246032
TAIPEI MUNICIPAL JIANGUO HIGH694436,"n/a ",TAIWAN,Enrl GPA,TAIPEI MUNICIPAL JIANGUO HIGH,
TAIPEI MUNICIPAL JIANGUO HIGH694436,"n/a ",TAIWAN,Adm GPA,TAIPEI MUNICIPAL JIANGUO HIGH,7.36375
TAIPEI MUNICIPAL JIANGUO HIGH694436,"n/a ",TAIWAN,App GPA,TAIPEI MUNICIPAL JIANGUO HIGH,14.836192308
TAIPEI WEGO PRIVATE SENIOR HS694536,"n/a ",TAIWAN,Enrl GPA,TAIPEI WEGO PRIVATE SENIOR HS,11.255
TAIPEI WEGO PRIVATE SENIOR HS694536,"n/a ",TAIWAN,Adm GPA,TAIPEI WEGO PRIVATE SENIOR HS,11.242716667
TAIPEI WEGO PRIVATE SENIOR HS694536,"n/a ",TAIWAN,App GPA,TAIPEI WEGO PRIVATE SENIOR HS,11.126655678
TAIWAN990011,"n/a ",TAIWAN,Enrl GPA,TAIWAN,41.375280283
TAIWAN990011,"n/a ",TAIWAN,Adm GPA,TAIWAN,62.529518737
TAIWAN990011,"n/a ",TAIWAN,App GPA,TAIWAN,81.915468396
TAIYUAN NO 5 MIDDLE SCHOOL694479,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,TAIYUAN NO 5 MIDDLE SCHOOL,7.85
TAIYUAN NO 5 MIDDLE SCHOOL694479,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,TAIYUAN NO 5 MIDDLE SCHOOL,11.721302521
TAIYUAN NO 5 MIDDLE SCHOOL694479,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,TAIYUAN NO 5 MIDDLE SCHOOL,15.520857143
TALENTED AND GIFTED MAGNET SCH441814,Dallas,Texas,Enrl GPA,TALENTED AND GIFTED MAGNET SCH,3.942
TALENTED AND GIFTED MAGNET SCH441814,Dallas,Texas,Adm GPA,TALENTED AND GIFTED MAGNET SCH,15.897761905
TALENTED AND GIFTED MAGNET SCH441814,Dallas,Texas,App GPA,TALENTED AND GIFTED MAGNET SCH,27.373642857
TALLULAH FALLS SCHOOL112930,Tallulah Falls,Georgia,Enrl GPA,TALLULAH FALLS SCHOOL,
TALLULAH FALLS SCHOOL112930,Tallulah Falls,Georgia,Adm GPA,TALLULAH FALLS SCHOOL,
TALLULAH FALLS SCHOOL112930,Tallulah Falls,Georgia,App GPA,TALLULAH FALLS SCHOOL,7.535666667
TALLWOOD HIGH SCHOOL472309,Virginia Beach,Virginia,Enrl GPA,TALLWOOD HIGH SCHOOL,
TALLWOOD HIGH SCHOOL472309,Virginia Beach,Virginia,Adm GPA,TALLWOOD HIGH SCHOOL,
TALLWOOD HIGH SCHOOL472309,Virginia Beach,Virginia,App GPA,TALLWOOD HIGH SCHOOL,3.88
TAMALPAIS HIGH SCHOOL051975,Mill Valley,Marin,Enrl GPA,TAMALPAIS HIGH SCHOOL,91.048942564
TAMALPAIS HIGH SCHOOL051975,Mill Valley,Marin,Adm GPA,TAMALPAIS HIGH SCHOOL,91.147443300
TAMALPAIS HIGH SCHOOL051975,Mill Valley,Marin,App GPA,TAMALPAIS HIGH SCHOOL,89.284538472
TAMISCAL HIGH SCHOOL051396,Larkspur,Marin,Enrl GPA,TAMISCAL HIGH SCHOOL,14.895642857
TAMISCAL HIGH SCHOOL051396,Larkspur,Marin,Adm GPA,TAMISCAL HIGH SCHOOL,55.333059524
TAMISCAL HIGH SCHOOL051396,Larkspur,Marin,App GPA,TAMISCAL HIGH SCHOOL,58.213773144
TAMPA BAY TECHNICAL HS101732,Tampa,Florida,Enrl GPA,TAMPA BAY TECHNICAL HS,
TAMPA BAY TECHNICAL HS101732,Tampa,Florida,Adm GPA,TAMPA BAY TECHNICAL HS,
TAMPA BAY TECHNICAL HS101732,Tampa,Florida,App GPA,TAMPA BAY TECHNICAL HS,3.444285714
TAMPA PREPARATORY SCHOOL101729,Tampa,Florida,Enrl GPA,TAMPA PREPARATORY SCHOOL,
TAMPA PREPARATORY SCHOOL101729,Tampa,Florida,Adm GPA,TAMPA PREPARATORY SCHOOL,
TAMPA PREPARATORY SCHOOL101729,Tampa,Florida,App GPA,TAMPA PREPARATORY SCHOOL,7.742285714
TANDEM FRIENDS SCHOOL470437,Charlottesville,Virginia,Enrl GPA,TANDEM FRIENDS SCHOOL,
TANDEM FRIENDS SCHOOL470437,Charlottesville,Virginia,Adm GPA,TANDEM FRIENDS SCHOOL,
TANDEM FRIENDS SCHOOL470437,Charlottesville,Virginia,App GPA,TANDEM FRIENDS SCHOOL,3.998
TANZANIA990072,"n/a ",,Enrl GPA,TANZANIA,
TANZANIA990072,"n/a ",,Adm GPA,TANZANIA,
TANZANIA990072,"n/a ",,App GPA,TANZANIA,3.452
TAOS HIGH SCHOOL320675,Taos,New Mexico,Enrl GPA,TAOS HIGH SCHOOL,
TAOS HIGH SCHOOL320675,Taos,New Mexico,Adm GPA,TAOS HIGH SCHOOL,
TAOS HIGH SCHOOL320675,Taos,New Mexico,App GPA,TAOS HIGH SCHOOL,15.399333333
TAOYUAN AMERICAN SCHOOL694512,"n/a ",TAIWAN,Enrl GPA,TAOYUAN AMERICAN SCHOOL,
TAOYUAN AMERICAN SCHOOL694512,"n/a ",TAIWAN,Adm GPA,TAOYUAN AMERICAN SCHOOL,3.968
TAOYUAN AMERICAN SCHOOL694512,"n/a ",TAIWAN,App GPA,TAOYUAN AMERICAN SCHOOL,3.837142857
TAPPAN ZEE HIGH SCHOOL334515,Orangeburg,New York,Enrl GPA,TAPPAN ZEE HIGH SCHOOL,
TAPPAN ZEE HIGH SCHOOL334515,Orangeburg,New York,Adm GPA,TAPPAN ZEE HIGH SCHOOL,3.935
TAPPAN ZEE HIGH SCHOOL334515,Orangeburg,New York,App GPA,TAPPAN ZEE HIGH SCHOOL,15.55525
TARBUT V TORAH CMNTY DAY SCHL051269,Irvine,Orange,Enrl GPA,TARBUT V TORAH CMNTY DAY SCHL,54.488160714
TARBUT V TORAH CMNTY DAY SCHL051269,Irvine,Orange,Adm GPA,TARBUT V TORAH CMNTY DAY SCHL,66.030987382
TARBUT V TORAH CMNTY DAY SCHL051269,Irvine,Orange,App GPA,TARBUT V TORAH CMNTY DAY SCHL,65.007737128
TARTAN SENIOR HIGH SCHOOL242327,Oakdale,Minnesota,Enrl GPA,TARTAN SENIOR HIGH SCHOOL,
TARTAN SENIOR HIGH SCHOOL242327,Oakdale,Minnesota,Adm GPA,TARTAN SENIOR HIGH SCHOOL,
TARTAN SENIOR HIGH SCHOOL242327,Oakdale,Minnesota,App GPA,TARTAN SENIOR HIGH SCHOOL,3.794
TASHKENT INTERNATIONAL SCHOOL788186,"n/a ",UZBEKISTAN,Enrl GPA,TASHKENT INTERNATIONAL SCHOOL,
TASHKENT INTERNATIONAL SCHOOL788186,"n/a ",UZBEKISTAN,Adm GPA,TASHKENT INTERNATIONAL SCHOOL,
TASHKENT INTERNATIONAL SCHOOL788186,"n/a ",UZBEKISTAN,App GPA,TASHKENT INTERNATIONAL SCHOOL,4.168
"TASIS, AMERICAN SCH IN ENGLAND724736","n/a ",ENGLAND,Enrl GPA,"TASIS, AMERICAN SCH IN ENGLAND",
"TASIS, AMERICAN SCH IN ENGLAND724736","n/a ",ENGLAND,Adm GPA,"TASIS, AMERICAN SCH IN ENGLAND",
"TASIS, AMERICAN SCH IN ENGLAND724736","n/a ",ENGLAND,App GPA,"TASIS, AMERICAN SCH IN ENGLAND",25.210454545
TAYLOR ALLDERDICE HIGH SCHOOL393925,Pittsburgh,Pennsylvania,Enrl GPA,TAYLOR ALLDERDICE HIGH SCHOOL,
TAYLOR ALLDERDICE HIGH SCHOOL393925,Pittsburgh,Pennsylvania,Adm GPA,TAYLOR ALLDERDICE HIGH SCHOOL,12.055333333
TAYLOR ALLDERDICE HIGH SCHOOL393925,Pittsburgh,Pennsylvania,App GPA,TAYLOR ALLDERDICE HIGH SCHOOL,35.552205433
TC WILLIAMS HIGH SCHOOL470051,Alexandria,Virginia,Enrl GPA,TC WILLIAMS HIGH SCHOOL,
TC WILLIAMS HIGH SCHOOL470051,Alexandria,Virginia,Adm GPA,TC WILLIAMS HIGH SCHOOL,8.177222222
TC WILLIAMS HIGH SCHOOL470051,Alexandria,Virginia,App GPA,TC WILLIAMS HIGH SCHOOL,23.523208333
TEANECK HIGH SCHOOL311450,Teaneck,New Jersey,Enrl GPA,TEANECK HIGH SCHOOL,
TEANECK HIGH SCHOOL311450,Teaneck,New Jersey,Adm GPA,TEANECK HIGH SCHOOL,
TEANECK HIGH SCHOOL311450,Teaneck,New Jersey,App GPA,TEANECK HIGH SCHOOL,3.68
TECHNOLOGICO DE MONTERREY870687,"n/a ",MEXICO,Enrl GPA,TECHNOLOGICO DE MONTERREY,
TECHNOLOGICO DE MONTERREY870687,"n/a ",MEXICO,Adm GPA,TECHNOLOGICO DE MONTERREY,
TECHNOLOGICO DE MONTERREY870687,"n/a ",MEXICO,App GPA,TECHNOLOGICO DE MONTERREY,7.356857143
TECHNOLOGY HIGH SCHOOL053849,Rohnert Park,Sonoma,Enrl GPA,TECHNOLOGY HIGH SCHOOL,42.692528139
TECHNOLOGY HIGH SCHOOL053849,Rohnert Park,Sonoma,Adm GPA,TECHNOLOGY HIGH SCHOOL,46.529079540
TECHNOLOGY HIGH SCHOOL053849,Rohnert Park,Sonoma,App GPA,TECHNOLOGY HIGH SCHOOL,44.718246474
TECHNOLOGY PREPARATORY ACADEMY054601,San Fernando,Los Angeles,Enrl GPA,TECHNOLOGY PREPARATORY ACADEMY,7.79
TECHNOLOGY PREPARATORY ACADEMY054601,San Fernando,Los Angeles,Adm GPA,TECHNOLOGY PREPARATORY ACADEMY,15.376392857
TECHNOLOGY PREPARATORY ACADEMY054601,San Fernando,Los Angeles,App GPA,TECHNOLOGY PREPARATORY ACADEMY,16.906496658
TEHACHAPI HIGH SCHOOL053490,Tehachapi,Kern,Enrl GPA,TEHACHAPI HIGH SCHOOL,85.015225885
TEHACHAPI HIGH SCHOOL053490,Tehachapi,Kern,Adm GPA,TEHACHAPI HIGH SCHOOL,92.153453907
TEHACHAPI HIGH SCHOOL053490,Tehachapi,Kern,App GPA,TEHACHAPI HIGH SCHOOL,90.246257860
TELLURIDE HIGH SCHOOL061350,Telluride,Colorado,Enrl GPA,TELLURIDE HIGH SCHOOL,
TELLURIDE HIGH SCHOOL061350,Telluride,Colorado,Adm GPA,TELLURIDE HIGH SCHOOL,3.9
TELLURIDE HIGH SCHOOL061350,Telluride,Colorado,App GPA,TELLURIDE HIGH SCHOOL,23.558833333
TEMASEK JUNIOR COLLEGE687227,"n/a ",SINGAPORE,Enrl GPA,TEMASEK JUNIOR COLLEGE,
TEMASEK JUNIOR COLLEGE687227,"n/a ",SINGAPORE,Adm GPA,TEMASEK JUNIOR COLLEGE,
TEMASEK JUNIOR COLLEGE687227,"n/a ",SINGAPORE,App GPA,TEMASEK JUNIOR COLLEGE,19.872142857
TEMECULA PREPARATORY SCHOOL053643,Winchester,Riverside,Enrl GPA,TEMECULA PREPARATORY SCHOOL,19.727983683
TEMECULA PREPARATORY SCHOOL053643,Winchester,Riverside,Adm GPA,TEMECULA PREPARATORY SCHOOL,31.381856061
TEMECULA PREPARATORY SCHOOL053643,Winchester,Riverside,App GPA,TEMECULA PREPARATORY SCHOOL,33.592835202
TEMECULA VALLEY HIGH SCHOOL053499,Temecula,Riverside,Enrl GPA,TEMECULA VALLEY HIGH SCHOOL,91.929476338
TEMECULA VALLEY HIGH SCHOOL053499,Temecula,Riverside,Adm GPA,TEMECULA VALLEY HIGH SCHOOL,91.311775625
TEMECULA VALLEY HIGH SCHOOL053499,Temecula,Riverside,App GPA,TEMECULA VALLEY HIGH SCHOOL,88.782933612
TEMESCAL CANYON HIGH SCHOOL051402,Lake Elsinore,Riverside,Enrl GPA,TEMESCAL CANYON HIGH SCHOOL,92.148476845
TEMESCAL CANYON HIGH SCHOOL051402,Lake Elsinore,Riverside,Adm GPA,TEMESCAL CANYON HIGH SCHOOL,91.829139267
TEMESCAL CANYON HIGH SCHOOL051402,Lake Elsinore,Riverside,App GPA,TEMESCAL CANYON HIGH SCHOOL,88.790571591
TEMPE HIGH SCHOOL030435,Tempe,Arizona,Enrl GPA,TEMPE HIGH SCHOOL,
TEMPE HIGH SCHOOL030435,Tempe,Arizona,Adm GPA,TEMPE HIGH SCHOOL,8.198
TEMPE HIGH SCHOOL030435,Tempe,Arizona,App GPA,TEMPE HIGH SCHOOL,11.822619048
TEMPE PREPARATORY ACADEMY030444,Tempe,Arizona,Enrl GPA,TEMPE PREPARATORY ACADEMY,
TEMPE PREPARATORY ACADEMY030444,Tempe,Arizona,Adm GPA,TEMPE PREPARATORY ACADEMY,
TEMPE PREPARATORY ACADEMY030444,Tempe,Arizona,App GPA,TEMPE PREPARATORY ACADEMY,10.893333333
TEMPLE CITY HIGH SCHOOL053495,Temple City,Los Angeles,Enrl GPA,TEMPLE CITY HIGH SCHOOL,90.910152584
TEMPLE CITY HIGH SCHOOL053495,Temple City,Los Angeles,Adm GPA,TEMPLE CITY HIGH SCHOOL,90.787304615
TEMPLE CITY HIGH SCHOOL053495,Temple City,Los Angeles,App GPA,TEMPLE CITY HIGH SCHOOL,88.185329693
TEMPLETON HIGH SCHOOL053500,Templeton,San Luis Obispo,Enrl GPA,TEMPLETON HIGH SCHOOL,70.517710567
TEMPLETON HIGH SCHOOL053500,Templeton,San Luis Obispo,Adm GPA,TEMPLETON HIGH SCHOOL,81.732746643
TEMPLETON HIGH SCHOOL053500,Templeton,San Luis Obispo,App GPA,TEMPLETON HIGH SCHOOL,82.707262357
TENAFLY HIGH SCHOOL311455,Tenafly,New Jersey,Enrl GPA,TENAFLY HIGH SCHOOL,
TENAFLY HIGH SCHOOL311455,Tenafly,New Jersey,Adm GPA,TENAFLY HIGH SCHOOL,30.854023810
TENAFLY HIGH SCHOOL311455,Tenafly,New Jersey,App GPA,TENAFLY HIGH SCHOOL,41.445151983
TENNESSEE990321,n/a,Tennessee,Enrl GPA,TENNESSEE,
TENNESSEE990321,n/a,Tennessee,Adm GPA,TENNESSEE,4.0025
TENNESSEE990321,n/a,Tennessee,App GPA,TENNESSEE,11.661444444
TENNYSON HIGH SCHOOL051152,Hayward,Alameda,Enrl GPA,TENNYSON HIGH SCHOOL,91.201278231
TENNYSON HIGH SCHOOL051152,Hayward,Alameda,Adm GPA,TENNYSON HIGH SCHOOL,90.276747306
TENNYSON HIGH SCHOOL051152,Hayward,Alameda,App GPA,TENNYSON HIGH SCHOOL,86.484581149
